MSW05_Binomial,5-1_AdultBodyMass_g,9-1_GestationLen_d,14-1_InterbirthInterval_d,15-1_LitterSize,17-1_MaxLongevity_m,23-1_SexualMaturityAge_d,24-1_TeatNumber,25-1_WeaningAge_d,6-1_DietBreadth,6-2_TrophicLevel,1-1_ActivityCycle,26-1_GR_Area_km2,21-1_PopulationDensity_n/km2
Chaerephon major,15.17,-999.0,-999.0,1.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,4903108.69,-999.0
Chaerephon nigeriae,20.14,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,6732376.9,-999.0
Chaerephon plicatus,21.83,88.64,-999.0,0.99,-999.0,-999.0,-999,-999.0,1.0,3,-999.0,4893584.82,-999.0
Chaerephon pumilus,10.98,62.57,-999.0,1.0,60.0,140.97,-999,24.5,1.0,3,-999.0,14309050.1,-999.0
Chaerephon russatus,16.98,-999.0,-999.0,0.99,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,1671003.78,-999.0
Chaerephon shortridgei,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,1435430.68,-999.0
Chaerephon solomonis,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,6980.78,-999.0
Chaerephon tomensis,7.48,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,862.58,-999.0
Chaeropus ecaudatus,219.51,-999.0,-999.0,1.41,-999.0,-999.0,-999,-999.0,2.0,2,2.0,-999.0,-999.0
Chaetocauda sichuanensis,31.51,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,37.63,-999.0
Chaetodipus arenarius,23.0,-999.0,-999.0,2.91,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,84613.78,-999.0
Chaetodipus artus,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,1.0,1,-999.0,89639.36,-999.0
Chaetodipus baileyi,28.44,-999.0,-999.0,3.68,-999.0,-999.0,-999,-999.0,2.0,2,-999.0,225471.23,3548.51
Chaetodipus californicus,23.01,25.16,-999.0,4.0,-999.0,-999.0,-999,23.0,-999.0,-999,-999.0,116215.94,-999.0
Chaetodipus dalquesti,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,6751.03,-999.0
Chaetodipus eremicus,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,541954.63,-999.0
Chaetodipus fallax,19.19,25.0,-999.0,3.45,99.6,168.83,-999,-999.0,3.0,1,-999.0,82998.2,502.5
Chaetodipus formosus,20.02,28.0,-999.0,5.28,60.0,377.57,-999,21.0,-999.0,-999,-999.0,397044.69,-999.0
Chaetodipus goldmani,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,59093.22,-999.0
Chaetodipus hispidus,37.24,-999.0,-999.0,5.34,-999.0,-999.0,-999,30.18,1.0,1,-999.0,2344025.56,-999.0
Chaetodipus intermedius,14.94,-999.0,-999.0,5.53,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,511920.17,425.17
Chaetodipus lineatus,23.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,1.0,1,1.0,18026.29,-999.0
Chaetodipus nelsoni,15.53,30.63,-999.0,3.46,-999.0,-999.0,-999,-999.0,3.0,2,1.0,566702.48,473.46
Chaetodipus penicillatus,15.57,26.0,-999.0,3.4,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,407770.3,172.99
Chaetodipus pernix,17.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,1.0,1,-999.0,99496.23,-999.0
Chaetodipus rudinoris,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,100302.54,-999.0
Chaetodipus spinatus,16.34,-999.0,-999.0,3.5,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,126559.57,-999.0
Cricetulus barabensis,-999.0,-999.0,-999.0,6.06,-999.0,-999.0,-999,20.0,-999.0,-999,-999.0,3474277.84,-999.0
Cricetulus kamensis,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,2957.22,-999.0
Cricetulus longicaudatus,-999.0,-999.0,-999.0,5.71,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,2110470.47,-999.0
Cricetulus migratorius,30.59,12.0,-999.0,5.2,-999.0,-999.0,-999,24.5,-999.0,-999,-999.0,10345012.78,221.44
Cricetulus sokolovi,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,450811.92,-999.0
Cricetus cricetus,428.95,19.5,131.4,7.14,48.0,86.48,-999,24.85,-999.0,-999,-999.0,6712427.93,-999.0
Crocidura aleksandrisi,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,9752.34,-999.0
Crocidura allex,-999.0,-999.0,-999.0,3.99,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,14179.21,-999.0
Crocidura andamanensis,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,4526.74,-999.0
Crocidura ansellorum,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,39928.17,-999.0
Crocidura arabica,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,97952.06,-999.0
Crocidura arispa,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,74611.0,-999.0
Crocidura armenica,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,85332.27,-999.0
Crocidura attenuata,-999.0,-999.0,-999.0,0.99,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,3585977.83,-999.0
Crocidura attila,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,320205.39,-999.0
Crocidura baileyi,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,72438.02,-999.0
Crocidura baluensis,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Crocidura batesi,16.49,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,37339.81,-999.0
Crocidura beatus,10.55,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,106437.39,-999.0
Crocidura beccarii,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,2324.82,-999.0
Crocidura bottegi,3.49,-999.0,-999.0,2.99,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,1848307.67,-999.0
Crocidura bottegoides,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,10135.59,-999.0
Crocidura brunnea,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Crocidura buettikoferi,-999.0,-999.0,-999.0,2.99,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,601240.39,-999.0
Crocidura caliginea,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,9530.16,-999.0
Crocidura canariensis,7.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,2488.94,-999.0
Crocidura caspica,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Crocidura cinderella,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,358909.43,-999.0
Crocidura congobelgica,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,39431.51,-999.0
Crocidura crenata,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,192943.85,-999.0
Crocidura crossei,8.0,-999.0,-999.0,3.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,638623.02,-999.0
Crocidura cyanea,8.58,-999.0,-999.0,3.59,-999.0,-999.0,-999,-999.0,4.0,2,2.0,2795963.1,-999.0
Crocidura denti,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,293305.47,-999.0
Crocidura desperata,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,32266.19,-999.0
Crocidura dhofarensis,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,3.52,-999.0
Crocidura dolichura,5.63,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,2008582.62,-999.0
Crocidura douceti,4.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,300718.28,-999.0
Crocidura dsinezumi,-999.0,-999.0,-999.0,4.29,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,401721.5,-999.0
Crocidura eisentrauti,-999.0,-999.0,-999.0,1.99,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,1023.13,-999.0
Crocidura elgonius,6.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,28984.98,-999.0
Crocidura elongata,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,26519.84,-999.0
Crocidura erica,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,111398.21,-999.0
Crocidura fischeri,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,8016.47,-999.0
Crocidura flavescens,31.22,25.0,-999.0,3.37,-999.0,-999.0,-999,-999.0,1.0,3,2.0,428284.66,-999.0
Crocidura floweri,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,279190.89,-999.0
Crocidura foetida,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Crocidura foxi,21.0,-999.0,-999.0,1.99,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,13366.6,-999.0
Crocidura fuliginosa,12.0,-999.0,-999.0,1.73,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,2819121.5,-999.0
Crocidura fulvastra,10.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,2581429.54,-999.0
Crocidura fumosa,14.49,-999.0,-999.0,3.74,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,19575.94,-999.0
Crocidura fuscomurina,5.6,-999.0,-999.0,3.0,-999.0,-999.0,-999,17.29,3.0,2,2.0,8975539.37,135.52
Crocidura glassi,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,26724.54,-999.0
Crocidura gmelini,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Crocidura goliath,87.92,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,362264.14,-999.0
Crocidura gracilipes,6.69,-999.0,-999.0,2.99,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,941.78,-999.0
Crocidura grandiceps,23.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,444066.2,-999.0
Crocidura grandis,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,159.87,-999.0
Crocidura grassei,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,225706.53,-999.0
Crocidura grayi,10.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,1.0,3,-999.0,117062.79,-999.0
Crocidura greenwoodi,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,47947.78,-999.0
Crocidura harenna,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,133.85,-999.0
Crocidura hildegardeae,10.28,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,1955205.86,347.22
Crocidura hilliana,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Crocidura hirta,15.8,18.0,59.0,3.89,-999.0,-999.0,-999,17.74,4.0,2,2.0,7864395.6,44.12
Crocidura hispida,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,1535.89,-999.0
Crocidura orii,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,960.37,-999.0
Crocidura palawanensis,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,11562.34,-999.0
Crocidura paradoxura,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,6689.37,-999.0
Crocidura parvipes,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,3227353.22,-999.0
Crocidura pasha,6.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,191006.19,-999.0
Crocidura pergrisea,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,433223.03,-999.0
Crocidura phaeura,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,114.4,-999.0
Crocidura picea,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,413.32,-999.0
Crocidura pitmani,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,102228.01,-999.0
Crocidura planiceps,2.5,-999.0,-999.0,3.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,1928145.76,-999.0
Crocidura poensis,17.05,-999.0,-999.0,2.44,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,782442.1,-999.0
Crocidura polia,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,77.81,-999.0
Crocidura pullata,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,549138.4,-999.0
Crocidura raineyi,14.49,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,78.45,-999.0
Crocidura ramona,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Crocidura rapax,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Crocidura religiosa,7.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,190264.68,-999.0
Crocidura rhoditis,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,97134.65,-999.0
Crocidura roosevelti,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,2063923.09,-999.0
Crocidura russula,9.89,29.0,28.5,4.04,38.4,66.88,-999,23.82,2.0,3,-999.0,3344352.67,8850.0
Crocidura selina,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,25492.41,-999.0
Crocidura serezkyensis,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,71197.69,-999.0
Crocidura shantungensis,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Crocidura sibirica,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,1064425.53,-999.0
Crocidura sicula,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,9968.23,-999.0
Crocidura silacea,7.0,-999.0,-999.0,3.99,-999.0,-999.0,-999,-999.0,1.0,3,-999.0,1619566.15,-999.0
Crocidura smithii,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,187242.95,-999.0
Crocidura somalica,11.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,1748436.59,-999.0
Crocidura stenocephala,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,347.38,-999.0
Crocidura suaveolens,7.35,27.15,-999.0,3.49,32.4,68.97,-999,28.03,4.0,2,2.0,-999.0,5541.66
Crocidura susiana,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,73.72,-999.0
Eptesicus kobayashii,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Eptesicus matroka,6.57,-999.0,-999.0,1.22,-999.0,-999.0,-999,-999.0,1.0,3,-999.0,536252.04,-999.0
Eptesicus nasutus,7.91,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,850548.76,-999.0
Eptesicus nilssonii,10.72,-999.0,-999.0,1.5,186.0,-999.0,-999,26.0,1.0,3,-999.0,10151783.96,-999.0
Eptesicus pachyotis,8.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,412871.13,-999.0
Equus kiang,281138.63,260.76,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,538675.46,-999.0
Equus quagga,400000.0,-999.0,-999.0,-999.0,240.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Equus zebra,282462.13,363.49,653.95,1.0,288.0,963.17,-999,181.46,2.0,1,3.0,143855.82,1.32
Eremitalpa granti,22.04,-999.0,-999.0,1.36,24.0,-999.0,4,-999.0,3.0,2,1.0,66653.99,37.21
Eremodipus lichtensteini,-999.0,-999.0,-999.0,4.86,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,935335.91,-999.0
Erethizon dorsatum,7419.46,210.99,-999.0,1.0,216.0,772.57,4,16.27,6.0,1,1.0,11016215.61,3.49
Erignathus barbatus,279999.99,285.24,547.5,1.0,377.43,2199.16,-999,20.94,6.0,2,-999.0,-999.0,0.01
Erinaceus amurensis,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,1.0,3,1.0,2819497.45,-999.0
Erinaceus concolor,665.99,34.99,-999.0,5.23,-999.0,199.35,10,41.3,8.0,2,1.0,-999.0,-999.0
Erinaceus europaeus,777.95,36.98,-999.0,4.64,168.0,265.8,9,40.0,8.0,2,2.0,3201699.12,123.0
Erinaceus roumanicus,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Eropeplus canus,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,1002.75,-999.0
Erophylla bombifrons,16.28,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,1.0,1,-999.0,83334.5,-999.0
Erophylla sezekorni,15.87,-999.0,-999.0,1.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,123555.55,-999.0
Erythrocebus patas,7966.3,167.2,365.0,1.01,286.8,1246.07,-999,211.79,4.0,2,3.0,6948334.33,0.26
Eptesicus platyops,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,174149.89,-999.0
Eptesicus serotinus,23.09,65.44,-999.0,1.5,72.0,-999.0,-999,30.8,1.0,3,-999.0,8742253.51,-999.0
Eptesicus tatei,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,1133.48,-999.0
Equus asinus,164998.49,367.0,-999.0,1.0,564.0,742.46,-999,-999.0,-999.0,-999,-999.0,-999.0,3.06
Equus burchellii,279160.65,371.2,385.0,1.0,480.0,709.82,-999,294.11,3.0,1,-999.0,4696974.13,7.0
Equus caballus,403598.53,338.97,547.5,1.0,744.0,834.72,2,341.76,1.0,1,2.0,-999.0,-999.0
Equus grevyi,408000.35,406.0,-999.0,1.0,312.0,1341.92,-999,271.7,1.0,1,-999.0,192991.31,2.27
Equus hemionus,235248.07,346.0,547.5,1.0,465.6,1184.16,-999,456.25,2.0,1,-999.0,1325419.5,0.69
Genetta bourloni,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Genetta cristata,1863.23,-999.0,-999.0,2.5,408.0,-999.0,-999,-999.0,2.0,3,1.0,210874.67,-999.0
Genetta genetta,1756.17,74.18,182.5,2.29,408.0,1262.74,-999,71.8,6.0,2,1.0,17766920.65,1.88
Genetta johnstoni,2225.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,180606.44,-999.0
Genetta maculata,1950.0,-999.0,-999.0,2.12,-999.0,-999.0,-999,-999.0,6.0,2,1.0,12805950.62,-999.0
Genetta pardina,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,1125427.08,-999.0
Genetta piscivora,1648.05,-999.0,-999.0,0.96,-999.0,-999.0,-999,-999.0,1.0,3,1.0,222754.63,-999.0
Genetta poensis,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Delomys collinus,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Delomys dorsalis,67.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,3.0,91990.81,-999.0
Delomys sublineatus,89.99,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,3.0,176241.08,-999.0
Delphinapterus leucas,1381640.73,394.24,1003.75,1.02,480.0,2104.57,-999,689.92,2.0,3,-999.0,-999.0,-999.0
Delphinus capensis,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Delphinus delphis,79271.69,296.89,-999.0,0.98,240.0,1473.2,-999,405.05,-999.0,-999,-999.0,-999.0,-999.0
Deltamys kempi,26.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,10556.19,-999.0
Dendrogale melanura,59.99,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,66841.07,-999.0
Dendrogale murina,49.99,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,303576.92,-999.0
Dendrohyrax arboreus,2981.11,229.06,-999.0,1.51,147.6,510.44,-999,152.08,3.0,1,1.0,2556176.38,22.67
Dendrohyrax dorsalis,3174.99,236.57,-999.0,1.22,120.0,439.01,2,-999.0,2.0,1,1.0,3307902.32,-999.0
Dendrolagus bennettianus,10458.82,-999.0,365.0,1.0,240.0,-999.0,-999,717.95,-999.0,-999,-999.0,10942.65,27.38
Dendrolagus dorianus,8976.58,-999.0,-999.0,1.01,96.0,-999.0,4,598.29,3.0,2,2.0,217597.09,-999.0
Dendrolagus goodfellowi,7948.78,37.94,-999.0,1.0,252.0,-999.0,4,359.99,2.0,1,2.0,111020.15,-999.0
Bibimys torresi,28.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,117883.97,-999.0
Bison bison,624577.07,283.17,399.0,0.98,396.0,921.77,-999,287.32,2.0,1,2.0,10388.04,0.28
Bison bonasus,675876.7,265.99,638.75,1.0,324.0,841.82,-999,287.32,2.0,1,2.0,-999.0,0.88
Biswamoyopterus biswasi,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,253.3,-999.0
Blanfordimys afghanus,-999.0,-999.0,-999.0,3.4,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,410888.95,-999.0
Blanfordimys bucharensis,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,53428.69,-999.0
Blarina brevicauda,18.56,20.58,-999.0,5.39,33.0,71.19,6,21.91,6.0,2,1.0,4102748.94,922.93
Blarina carolinensis,11.91,-999.0,-999.0,3.95,-999.0,-999.0,-999,-999.0,2.0,2,-999.0,868525.35,629.99
Blarina hylophaga,14.49,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,730382.19,-999.0
Blarina peninsulae,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Babyrousa togeanensis,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,536.65,-999.0
Baiomys musculus,8.99,-999.0,-999.0,2.62,-999.0,-999.0,-999,-999.0,4.0,1,2.0,452712.43,-999.0
Baiomys taylori,7.43,21.99,23.0,2.52,39.12,68.35,-999,20.38,4.0,1,2.0,1097470.53,2464.99
Balaena mysticetus,79691178.99,379.9,1642.5,1.0,480.0,6041.21,-999,352.0,1.0,3,-999.0,-999.0,-999.0
Balaenoptera acutorostrata,5587093.59,304.16,469.93,1.0,600.0,2680.62,-999,182.5,2.0,3,-999.0,-999.0,-999.0
Balaenoptera bonaerensis,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Balaenoptera borealis,22106251.95,334.58,730.0,1.02,888.0,3274.59,-999,203.46,2.0,3,-999.0,-999.0,-999.0
Balaenoptera edeni,19999999.97,383.46,-999.0,0.97,864.0,1886.85,-999,273.75,2.0,3,-999.0,-999.0,-999.0
Blarinella griselda,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Blarinella quadraticauda,12.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Blarinella wardi,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,83336.25,-999.0
Blarinomys breviceps,36.79,-999.0,-999.0,1.21,-999.0,-999.0,-999,-999.0,1.0,3,-999.0,143514.03,-999.0
Blastocerus dichotomus,112518.53,272.37,-999.0,0.98,-999.0,-999.0,-999,-999.0,3.0,1,2.0,2004539.09,0.12
Boromys offella,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Boromys torrei,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Brachylagus idahoensis,431.19,38.99,39.0,5.81,-999.0,252.73,-999,-999.0,2.0,1,2.0,506906.1,864.86
Brachyphylla cavernarum,45.5,-999.0,-999.0,1.0,-999.0,-999.0,-999,73.44,3.0,2,-999.0,14649.83,-999.0
