Species1,Beak.Length_Culmen,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Mass,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Range.Size
Cisticola angusticauda,9.9,2.0,2.5,15.5,46.6,5.0,8.2,Woodland,2,1.0,Carnivore,Invertivore,Generalist,923133.83
Cisticola anonymus,14.6,2.8,3.5,21.0,58.0,6.3,13.91,Woodland,2,1.0,Carnivore,Invertivore,Generalist,2357531.94
Cisticola aridulus,11.2,2.2,2.4,16.8,49.6,7.5,9.2,Grassland,3,1.0,Carnivore,Invertivore,Insessorial,4468382.38
Cisticola ayresii,10.3,2.0,2.4,17.1,45.2,6.2,7.0,Grassland,3,1.0,Carnivore,Invertivore,Insessorial,1258911.91
Cisticola bailunduensis,13.6,2.8,3.3,20.3,53.2,4.9,14.21,Rock,3,1.0,Carnivore,Invertivore,Generalist,65970.16
Cisticola bodessa,13.5,2.9,3.8,22.0,62.1,5.6,17.14,Shrubland,3,1.0,Carnivore,Invertivore,Insessorial,437584.83
Cisticola brachypterus,10.9,2.1,2.5,16.9,47.0,5.6,7.81,Woodland,2,1.0,Carnivore,Invertivore,Insessorial,7674053.24
Cisticola brunnescens,11.9,2.1,2.6,19.5,54.6,7.4,8.0,Grassland,3,1.0,Carnivore,Invertivore,Terrestrial,465384.19
Cisticola bulliens,15.1,2.8,3.2,21.1,59.0,5.0,15.81,Grassland,3,1.0,Carnivore,Invertivore,Insessorial,308376.91
Cisticola cantans,14.0,2.4,3.0,21.2,56.0,5.0,11.7,Shrubland,2,1.0,Carnivore,Invertivore,Insessorial,5670957.17
Cisticola carruthersi,13.1,2.3,2.8,20.1,57.8,6.0,11.24,Wetland,2,1.0,Carnivore,Invertivore,Insessorial,174334.6
Cisticola cherina,12.0,2.2,2.7,17.7,49.8,6.1,10.0,Shrubland,3,1.0,Carnivore,Invertivore,Insessorial,591128.96
Cisticola chiniana,14.4,2.8,3.4,20.2,61.2,5.3,16.14,Shrubland,2,1.0,Carnivore,Invertivore,Insessorial,6716168.11
Cisticola chubbi,14.9,3.1,3.6,23.3,60.1,4.6,16.03,Shrubland,2,1.0,Carnivore,Invertivore,Insessorial,322235.69
Cisticola cinereolus,13.5,2.6,3.3,20.4,60.0,6.6,16.99,Desert,3,1.0,Carnivore,Invertivore,Terrestrial,614939.78
Cisticola cinnamomeus,11.8,2.3,2.8,20.3,47.4,7.4,8.0,Grassland,3,1.0,Carnivore,Invertivore,Terrestrial,1130458.7
Cisticola dambo,11.1,2.1,2.6,19.5,51.2,5.9,8.99,Grassland,3,1.0,Carnivore,Invertivore,Generalist,472758.5
Cisticola erythrops,15.7,3.2,3.5,22.5,56.5,4.9,14.77,Grassland,3,1.0,Carnivore,Invertivore,Insessorial,6407914.95
Cisticola exilis,11.6,2.1,2.5,17.4,45.2,7.7,7.04,Grassland,2,1.0,Carnivore,Invertivore,Terrestrial,7165244.71
Cisticola eximius,10.7,1.9,2.5,16.9,48.8,6.4,11.95,Grassland,3,1.0,Carnivore,Invertivore,Terrestrial,652428.41
Cisticola fulvicapilla,11.0,2.4,2.6,17.3,48.1,4.5,8.24,Grassland,2,1.0,Carnivore,Invertivore,Generalist,4604333.83
Cisticola galactotes,15.4,2.6,3.4,21.5,57.9,7.4,13.07,Wetland,2,1.0,Carnivore,Invertivore,Insessorial,287146.87
Cisticola guinea,12.8,2.4,3.1,21.3,56.5,6.9,9.3,Woodland,2,1.0,Carnivore,Invertivore,Insessorial,646786.75
Cisticola haematocephalus,14.4,2.9,3.4,21.3,54.5,5.7,13.07,Wetland,2,1.0,Carnivore,Invertivore,Insessorial,211038.11
Cisticola haesitatus,10.2,1.9,2.2,16.9,47.5,5.9,6.92,Shrubland,2,1.0,Carnivore,Invertivore,Insessorial,763.85
Cisticola hunteri,14.3,2.5,3.2,23.7,61.5,6.8,15.48,Shrubland,2,1.0,Carnivore,Invertivore,Generalist,133032.12
Cisticola juncidis,12.1,2.3,2.6,17.7,48.9,6.7,6.81,Grassland,3,3.0,Carnivore,Invertivore,Generalist,18929166.75
Cisticola lais,13.5,2.7,3.3,21.4,59.5,6.6,14.78,Grassland,3,1.0,Carnivore,Invertivore,Insessorial,881974.02
Cisticola lateralis,14.6,3.0,4.0,21.3,60.8,5.7,16.78,Shrubland,2,1.0,Carnivore,Invertivore,Generalist,3066342.45
Cisticola luapula,14.1,2.9,3.3,22.5,58.2,6.9,13.07,Wetland,2,1.0,Carnivore,Invertivore,Insessorial,525236.72
Cisticola lugubris,15.3,2.8,3.2,22.0,56.6,7.0,13.07,Wetland,2,1.0,Carnivore,Invertivore,Insessorial,432715.59
Cisticola marginatus,14.2,2.9,3.4,21.6,54.2,5.7,13.07,Wetland,2,1.0,Carnivore,Invertivore,Insessorial,5523521.66
Cisticola melanurus,10.7,2.0,2.7,16.6,44.8,5.7,8.71,Woodland,2,1.0,Carnivore,Invertivore,Insessorial,442014.73
Cisticola nana,10.3,2.1,2.5,15.9,44.6,4.7,5.0,Grassland,2,1.0,Carnivore,Invertivore,Generalist,685105.62
Cisticola natalensis,15.0,3.4,4.6,25.2,67.2,9.4,16.44,Grassland,2,1.0,Carnivore,Invertivore,Generalist,7970636.77
Cisticola nigriloris,15.8,3.6,4.1,26.4,66.0,6.7,19.64,Shrubland,2,1.0,Carnivore,Invertivore,Insessorial,71914.39
Cisticola njombe,11.8,2.1,2.8,18.4,53.6,5.5,10.87,Grassland,3,1.0,Carnivore,Invertivore,Generalist,33269.22
Cisticola pipiens,14.5,2.5,3.4,22.8,64.0,6.7,13.48,Wetland,3,1.0,Carnivore,Invertivore,Insessorial,1127080.04
Cisticola restrictus,12.3,2.4,3.3,18.6,53.3,4.6,13.2,Shrubland,2,,Carnivore,Invertivore,Generalist,3370.75
Cisticola robustus,15.3,3.1,4.0,24.8,69.4,8.4,18.47,Grassland,3,1.0,Carnivore,Invertivore,Generalist,1229121.48
Cisticola ruficeps,12.2,2.4,3.0,18.1,53.2,5.2,9.7,Grassland,2,1.0,Carnivore,Invertivore,Insessorial,1253642.08
Cisticola rufilatus,14.2,2.6,3.1,19.7,57.2,6.9,11.3,Woodland,2,1.0,Carnivore,Invertivore,Generalist,2748861.04
Cisticola rufus,11.3,2.1,2.5,16.5,49.2,8.1,7.3,Shrubland,2,1.0,Carnivore,Invertivore,Generalist,876800.15
Cisticola subruficapilla,11.7,2.0,2.5,16.6,52.6,6.8,9.92,Shrubland,2,1.0,Carnivore,Invertivore,Insessorial,910756.54
Cisticola textrix,11.1,2.2,2.6,19.7,51.2,6.6,10.34,Grassland,3,1.0,Carnivore,Invertivore,Terrestrial,702791.56
Cisticola tinniens,12.3,2.1,2.6,17.5,53.4,5.6,11.4,Wetland,3,1.0,Carnivore,Invertivore,Insessorial,1754614.86
Cisticola troglodytes,10.1,2.0,2.4,16.3,45.4,5.2,8.2,Shrubland,2,1.0,Carnivore,Invertivore,Generalist,1158307.92
Cisticola woosnami,14.3,2.7,3.7,22.0,59.3,5.4,13.5,Grassland,3,1.0,Carnivore,Invertivore,Generalist,1290884.31
Drymocichla incana,13.9,3.0,2.7,18.9,56.4,8.0,10.0,Woodland,2,1.0,Carnivore,Invertivore,Insessorial,1110783.23
Eminia lepida,20.1,3.5,3.6,23.6,68.0,3.7,20.2,Shrubland,1,1.0,Carnivore,Invertivore,Insessorial,631640.65
Eremomela atricollis,14.2,2.9,3.0,18.5,58.6,6.9,10.2,Woodland,2,1.0,Carnivore,Invertivore,Insessorial,1063082.23
Eremomela badiceps,13.2,3.0,3.1,17.5,55.1,6.4,10.59,Forest,1,1.0,Carnivore,Invertivore,Insessorial,3290010.91
Eremomela canescens,12.9,2.7,2.6,17.0,54.9,7.6,6.92,Woodland,2,1.0,Carnivore,Invertivore,Insessorial,2254734.87
Eremomela flavicrissalis,9.9,2.2,2.5,15.9,49.0,5.3,4.5,Shrubland,2,1.0,Carnivore,Invertivore,Insessorial,893727.78
Eremomela gregalis,10.8,2.1,2.5,16.9,51.5,6.9,6.8,Shrubland,2,1.0,Carnivore,Invertivore,Insessorial,271515.78
Eremomela icteropygialis,11.2,2.4,2.4,16.5,54.2,6.4,7.54,Shrubland,2,1.0,Carnivore,Invertivore,Insessorial,8262133.26
Eremomela pusilla,11.7,2.6,2.6,15.8,46.8,6.2,6.2,Woodland,2,1.0,Carnivore,Invertivore,Insessorial,2960274.14
Eremomela scotops,13.2,2.8,2.5,17.7,57.0,8.8,8.99,Woodland,2,1.0,Carnivore,Invertivore,Insessorial,4568185.56
Eremomela turneri,10.2,2.4,2.6,16.3,50.8,5.0,7.34,Forest,1,1.0,Carnivore,Invertivore,Insessorial,980.79
Eremomela usticollis,12.7,2.6,2.4,20.0,54.2,6.8,8.39,Woodland,2,1.0,Carnivore,Invertivore,Insessorial,1430953.15
Euryptila subcinnamomea,14.4,2.5,3.1,21.0,51.6,4.6,11.5,Shrubland,3,1.0,Carnivore,Invertivore,Terrestrial,274057.07
Hypergerus atriceps,25.0,4.0,4.5,26.4,90.2,9.5,29.8,Forest,1,1.0,Carnivore,Invertivore,Insessorial,2301821.94
Incana incana,13.3,2.5,2.6,18.8,49.5,5.0,10.39,Shrubland,2,1.0,Carnivore,Invertivore,Generalist,3614.0
Malcorus pectoralis,12.2,2.5,2.9,19.6,49.4,5.3,10.13,Shrubland,2,1.0,Carnivore,Invertivore,Generalist,1273750.67
Micromacronus leytensis,9.1,2.7,2.9,14.5,41.3,6.3,5.5,Forest,1,1.0,Carnivore,Invertivore,Insessorial,20065.38
Micromacronus sordidus,10.8,2.3,2.6,11.5,43.5,3.9,5.5,,1,1.0,Carnivore,Invertivore,Insessorial,26318.9
Neomixis pallidior,14.0,2.6,3.4,15.9,43.0,5.3,8.3,Forest,1,1.0,Carnivore,Invertivore,Insessorial,168081.84
Neomixis striatigula,15.5,3.1,3.5,16.4,45.0,5.4,8.3,Forest,1,1.0,Carnivore,Invertivore,Insessorial,162877.99
Neomixis tenella,12.6,2.6,2.8,16.0,42.0,4.6,6.88,Forest,1,1.0,Carnivore,Invertivore,Insessorial,586347.22
Neomixis viridis,12.2,2.0,2.2,15.2,43.5,6.4,7.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,173179.42
Oreolais pulcher,15.2,3.4,2.5,21.2,53.2,4.0,8.37,Forest,1,1.0,Carnivore,Invertivore,Insessorial,100450.2
Oreolais ruwenzorii,14.8,3.1,2.7,20.8,50.3,5.0,9.9,Forest,1,1.0,Carnivore,Invertivore,Insessorial,69189.34
Oreophilais robertsi,14.0,2.8,2.8,22.1,51.5,5.4,9.99,Shrubland,2,1.0,Carnivore,Invertivore,Insessorial,9712.82
Orthotomus atrogularis,15.2,2.7,2.5,17.3,42.9,4.5,7.68,Forest,1,1.0,Carnivore,Invertivore,Insessorial,2752593.84
Orthotomus castaneiceps,17.8,3.3,3.2,21.4,51.1,5.0,12.84,Forest,1,1.0,Carnivore,Invertivore,Insessorial,33106.02
Orthotomus chaktomuk,15.2,2.7,2.5,17.3,42.9,4.5,7.1,Forest,1,1.0,Carnivore,Invertivore,Insessorial,4922.53
Orthotomus chloronotus,17.8,3.3,3.2,21.4,51.1,5.0,8.1,Forest,1,1.0,Carnivore,Invertivore,Insessorial,89568.36
Orthotomus cinereiceps,17.1,2.8,2.8,21.0,46.3,3.5,9.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,20650.36
Orthotomus derbianus,17.4,3.0,3.0,19.6,47.8,3.9,10.7,Forest,1,1.0,Carnivore,Invertivore,Insessorial,60394.18
Orthotomus frontalis,16.7,2.9,2.7,18.8,45.7,3.2,7.98,Forest,1,1.0,Carnivore,Invertivore,Insessorial,120551.54
Orthotomus nigriceps,17.4,3.0,3.4,22.1,51.8,7.4,9.8,Forest,1,1.0,Carnivore,Invertivore,Insessorial,24461.65
Orthotomus ruficeps,15.7,2.9,2.5,19.4,47.5,5.7,7.0,Shrubland,1,1.0,Carnivore,Invertivore,Insessorial,887360.64
Orthotomus samarensis,16.5,3.0,2.8,21.0,42.0,3.1,8.93,Forest,1,1.0,Carnivore,Invertivore,Insessorial,18296.84
Orthotomus sepium,15.2,2.6,2.6,19.0,44.8,4.4,8.4,Forest,1,1.0,Carnivore,Invertivore,Insessorial,140271.59
Orthotomus sericeus,17.9,3.1,2.8,21.6,49.5,3.9,10.8,Forest,2,1.0,Carnivore,Invertivore,Insessorial,1068502.74
Orthotomus sutorius,15.5,2.7,2.6,19.3,45.5,4.8,7.5,Shrubland,2,1.0,Carnivore,Invertivore,Insessorial,6849946.15
Phragmacia substriata,12.7,2.8,2.7,19.9,54.0,5.4,10.62,Shrubland,1,1.0,Carnivore,Invertivore,Insessorial,466617.53
Phyllolais pulchella,10.1,2.4,2.1,15.8,44.9,5.8,6.0,Woodland,2,1.0,Carnivore,Invertivore,Insessorial,2078702.06
Poliolais lopezi,15.0,2.7,2.9,21.4,51.9,4.4,12.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,37233.22
Prinia atrogularis,12.9,2.3,2.8,18.3,47.8,4.3,11.8,Grassland,2,1.0,Carnivore,Invertivore,Insessorial,90149.06
Prinia bairdii,16.1,3.4,3.4,21.4,53.8,4.4,13.4,Forest,1,1.0,Carnivore,Invertivore,Insessorial,1110524.41
Prinia buchanani,12.0,2.2,3.0,17.7,52.0,6.2,6.7,Grassland,3,1.0,Carnivore,Invertivore,Insessorial,1899856.57
Prinia cinereocapilla,12.0,2.3,2.5,18.9,43.2,4.6,7.3,Woodland,2,1.0,Carnivore,Invertivore,Insessorial,33032.6
Prinia crinigera,12.3,2.2,3.2,18.6,51.0,5.6,13.73,Shrubland,3,1.0,Carnivore,Invertivore,Generalist,2843218.33
Prinia erythroptera,17.0,3.0,3.7,21.5,54.5,5.0,11.5,Woodland,2,1.0,Carnivore,Invertivore,Insessorial,3486114.04
Prinia familiaris,14.5,2.7,3.2,21.6,54.2,5.0,9.0,Shrubland,2,1.0,Carnivore,Invertivore,Generalist,497167.74
Prinia flavicans,12.6,2.4,2.8,19.9,52.6,8.0,8.73,Shrubland,2,1.0,Carnivore,Invertivore,Insessorial,2717287.69
Prinia flaviventris,14.0,2.9,2.6,20.9,45.4,5.3,7.0,Shrubland,3,1.0,Carnivore,Invertivore,Insessorial,4037497.01
Prinia fluviatilis,12.8,2.8,3.0,19.9,49.0,4.9,8.0,Wetland,2,1.0,Carnivore,Invertivore,Insessorial,98560.02
Prinia gracilis,11.9,2.1,2.2,16.9,45.0,4.7,7.1,Shrubland,2,1.0,Carnivore,Invertivore,Insessorial,4034571.26
Prinia hodgsonii,11.9,2.2,2.3,18.1,45.5,4.8,6.4,Shrubland,2,1.0,Carnivore,Invertivore,Insessorial,4680228.23
Prinia hypoxantha,12.5,2.8,2.8,21.9,50.9,5.8,10.5,Woodland,2,1.0,Carnivore,Invertivore,Insessorial,218636.0
Prinia inornata,12.2,2.3,2.6,18.1,50.4,7.2,7.0,Shrubland,2,1.0,Carnivore,Invertivore,Generalist,7403210.36
Prinia khasiana,12.9,2.3,2.8,18.3,47.8,4.3,11.8,Grassland,2,1.0,Carnivore,Invertivore,Insessorial,122089.35
Prinia maculosa,12.1,2.2,2.5,21.1,51.6,5.9,9.0,Shrubland,2,1.0,Carnivore,Invertivore,Insessorial,581622.97
Prinia molleri,14.5,2.9,2.9,21.4,53.5,6.5,8.8,Forest,2,1.0,Carnivore,Invertivore,Insessorial,858.51
Prinia polychroa,14.3,3.1,3.9,21.5,57.3,6.3,10.95,Grassland,2,1.0,Carnivore,Invertivore,Insessorial,734233.98
Prinia rufescens,12.6,2.7,2.7,18.2,43.1,4.7,6.48,Shrubland,2,1.0,Carnivore,Invertivore,Insessorial,2213362.62
Prinia rufifrons,11.7,2.3,2.7,19.2,44.7,5.1,6.5,Shrubland,2,2.0,Carnivore,Invertivore,Insessorial,1242957.36
Prinia socialis,13.1,2.2,2.4,19.6,49.6,5.1,8.0,Grassland,3,1.0,Carnivore,Invertivore,Insessorial,2758579.48
Prinia somalica,11.8,2.5,2.5,18.1,49.6,6.3,7.5,Shrubland,2,1.0,Carnivore,Invertivore,Insessorial,1273080.06
Prinia sonitans,14.0,2.9,2.6,20.9,45.4,5.3,7.0,Shrubland,3,1.0,Carnivore,Invertivore,Insessorial,955310.33
Prinia subflava,13.9,2.9,3.0,19.6,50.1,6.4,8.64,Shrubland,2,1.0,Carnivore,Invertivore,Insessorial,14611740.02
Prinia superciliaris,13.1,2.4,3.0,20.0,48.0,3.2,11.8,Grassland,2,1.0,Carnivore,Invertivore,Insessorial,1763381.26
Prinia sylvatica,14.3,2.5,3.3,20.6,57.4,6.0,16.1,Shrubland,2,1.0,Carnivore,Invertivore,Insessorial,2267095.6
Scepomycter winifredae,15.6,3.3,3.5,22.1,56.3,4.5,14.83,Forest,1,1.0,Carnivore,Invertivore,Insessorial,6749.9
Schistolais leontica,14.8,3.0,2.9,20.9,53.1,5.1,12.4,Forest,2,1.0,Carnivore,Invertivore,Insessorial,17375.44
Schistolais leucopogon,15.7,3.0,3.2,21.2,56.7,5.4,11.7,Forest,2,1.0,Carnivore,Invertivore,Insessorial,2377144.23
Spiloptila clamans,11.5,2.5,2.7,16.9,46.7,2.9,7.0,Shrubland,2,1.0,Carnivore,Invertivore,Insessorial,2719529.35
Urolais epichlorus,13.9,2.9,2.9,20.7,53.8,5.4,11.3,Forest,1,1.0,Carnivore,Invertivore,Insessorial,48907.52
Climacteris affinis,17.5,3.2,3.0,19.2,84.8,23.9,21.7,Shrubland,2,1.0,Carnivore,Invertivore,Insessorial,2630036.35
Climacteris erythrops,20.6,3.1,3.5,21.5,83.3,21.0,23.3,Forest,2,1.0,Carnivore,Invertivore,Insessorial,317210.54
Climacteris melanurus,19.7,4.2,4.0,22.4,92.2,21.8,31.85,Forest,2,1.0,Carnivore,Invertivore,Insessorial,1122025.4
Climacteris picumnus,18.6,3.4,3.6,23.2,89.0,23.1,28.94,Forest,2,1.0,Carnivore,Invertivore,Insessorial,2269397.31
Climacteris rufus,19.7,3.6,3.6,23.2,87.3,24.6,32.64,Woodland,2,1.0,Carnivore,Invertivore,Insessorial,452307.17
Cormobates leucophaea,20.0,2.8,3.2,20.7,86.8,26.4,22.0,Forest,2,1.0,Carnivore,Invertivore,Insessorial,969111.73
Cormobates placens,15.9,2.9,3.0,20.0,83.0,20.7,15.8,Forest,1,1.0,Carnivore,Invertivore,Insessorial,131752.2
Cnemophilus loriae,24.4,6.1,5.6,38.4,99.8,4.7,83.97,Forest,1,1.0,Herbivore,Frugivore,Insessorial,138396.01
Cnemophilus macgregorii,27.2,5.8,6.7,39.0,108.5,6.7,97.87,Forest,1,1.0,Herbivore,Frugivore,Insessorial,6880.91
Cnemophilus sanguineus,25.9,5.2,5.6,40.5,109.8,8.6,97.87,Forest,1,1.0,Herbivore,Frugivore,Insessorial,36784.75
Loboparadisea sericea,19.8,6.1,5.5,31.3,93.8,10.2,67.27,Forest,1,1.0,Herbivore,Frugivore,Insessorial,159123.19
Conopophaga ardesiaca,17.5,5.7,4.3,30.3,70.8,9.8,26.3,Forest,1,1.0,Carnivore,Invertivore,Insessorial,100334.39
Conopophaga aurita,16.6,5.7,4.4,26.1,68.7,9.6,26.3,Forest,1,1.0,Carnivore,Invertivore,Insessorial,2800393.44
Conopophaga castaneiceps,20.9,5.9,4.4,29.1,74.4,8.8,27.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,160640.32
Conopophaga cearae,15.2,5.2,4.6,26.9,69.6,6.3,22.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,58582.69
Conopophaga lineata,16.4,4.9,4.0,28.1,70.0,7.8,25.21,Forest,1,1.0,Carnivore,Invertivore,Insessorial,1896972.3
Conopophaga melanogaster,20.4,6.2,5.2,32.7,79.2,9.3,42.5,Forest,1,1.0,Carnivore,Invertivore,Insessorial,911253.95
Conopophaga melanops,16.0,5.6,4.9,25.5,65.2,8.6,20.1,Forest,1,1.0,Carnivore,Invertivore,Insessorial,242500.41
Conopophaga peruviana,17.7,6.2,4.5,25.6,65.6,11.2,23.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,1098743.55
Conopophaga roberti,16.3,5.7,4.2,26.8,69.9,7.1,20.8,Forest,1,1.0,Carnivore,Invertivore,Insessorial,686966.07
Conopophaga snethlageae,15.3,5.9,4.3,27.8,67.2,9.6,26.3,Forest,1,1.0,Carnivore,Invertivore,Insessorial,587576.3
Pittasoma michleri,35.3,9.0,8.5,48.6,100.2,6.0,109.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,49173.73
Pittasoma rufopileatum,33.2,7.9,7.9,45.0,92.3,4.4,96.5,Forest,1,1.0,Carnivore,Invertivore,Insessorial,73382.31
Corcorax melanorhamphos,49.3,9.2,11.9,61.5,244.9,55.8,364.0,Woodland,2,1.0,Omnivore,Omnivore,Terrestrial,1979313.45
Struthidea cinerea,25.1,7.7,11.4,39.0,146.6,24.3,132.0,Shrubland,2,1.0,Omnivore,Omnivore,Terrestrial,2500913.56
Aphelocoma californica,34.0,9.1,9.8,42.4,128.5,18.0,85.74,Shrubland,2,1.0,Omnivore,Omnivore,Terrestrial,2323260.89
Aphelocoma coerulescens,30.0,9.1,9.1,37.8,116.7,20.6,77.12,Shrubland,2,1.0,Omnivore,Omnivore,Insessorial,6933.22
Aphelocoma ultramarina,32.5,8.9,10.2,43.0,166.2,29.4,113.33,Forest,2,1.0,Omnivore,Omnivore,Generalist,87898.14
Aphelocoma unicolor,35.0,10.6,10.9,42.6,168.9,31.3,124.0,Forest,1,1.0,Omnivore,Omnivore,Insessorial,149103.75
Aphelocoma wollweberi,30.7,7.8,8.9,39.9,160.8,29.6,113.33,Forest,2,1.0,Omnivore,Omnivore,Generalist,484129.24
Cissa chinensis,39.9,11.7,14.1,44.2,145.8,12.4,126.64,Forest,1,1.0,Carnivore,Omnivore,Generalist,2108736.38
Cissa hypoleuca,38.9,9.5,15.3,44.3,144.4,10.3,125.0,Forest,1,1.0,Carnivore,Omnivore,Generalist,890296.66
Cissa jefferyi,34.9,9.9,12.4,40.2,130.3,12.8,125.0,Forest,1,1.0,Carnivore,Invertivore,Generalist,78459.36
Cissa thalassina,37.4,12.1,14.7,42.7,139.3,10.9,125.0,Forest,1,1.0,Carnivore,Invertivore,Generalist,33452.41
Corvus albicollis,65.9,19.6,34.0,75.2,417.1,164.6,893.99,Rock,3,2.0,Omnivore,Omnivore,Terrestrial,1615598.28
Corvus albus,60.4,15.6,20.6,61.5,353.3,147.9,524.0,Shrubland,3,2.0,Carnivore,Omnivore,Terrestrial,19544750.22
Corvus bennetti,50.7,13.4,16.6,55.4,313.5,129.5,389.0,Shrubland,2,1.0,Omnivore,Omnivore,Generalist,5681813.47
Corvus brachyrhynchos,51.1,14.7,17.7,59.3,309.6,109.1,448.76,Human Modified,2,2.0,Omnivore,Omnivore,Terrestrial,11573830.54
Corvus capensis,62.9,14.5,16.0,65.6,322.2,114.5,553.0,Grassland,3,2.0,Omnivore,Omnivore,Terrestrial,4036026.48
Corvus caurinus,48.8,13.2,15.9,50.7,277.5,104.7,390.79,Coastal,3,2.0,Omnivore,Omnivore,Terrestrial,396973.08
Corvus corax,77.0,21.9,27.9,67.1,419.7,167.2,927.97,Forest,3,2.0,Omnivore,Omnivore,Terrestrial,52288449.5
Corvus corone,55.0,15.1,18.5,59.4,323.9,119.6,570.0,Human Modified,3,1.0,Carnivore,Omnivore,Terrestrial,33343165.09
Corvus coronoides,61.1,16.2,20.1,63.6,356.1,147.8,644.3,Shrubland,2,1.0,Omnivore,Omnivore,Generalist,4803477.78
Corvus crassirostris,83.2,24.3,41.1,78.9,446.9,181.3,1135.0,Rock,3,1.0,Carnivore,Omnivore,Terrestrial,759238.98
Corvus cryptoleucus,55.8,17.2,20.1,59.5,351.1,146.7,533.54,Grassland,3,1.0,Carnivore,Omnivore,Terrestrial,1195845.67
Corvus dauuricus,34.6,11.0,12.8,44.1,232.3,87.8,208.0,Grassland,3,2.0,Omnivore,Omnivore,Terrestrial,6025004.51
Corvus edithae,52.5,14.3,18.7,57.7,338.5,138.1,524.0,Desert,3,1.0,Carnivore,Omnivore,Terrestrial,1179817.28
Corvus enca,58.0,14.9,19.4,50.4,277.6,92.4,251.0,Forest,1,1.0,Omnivore,Omnivore,Insessorial,1629657.05
Corvus florensis,51.5,12.5,16.5,48.3,226.0,57.6,175.0,Forest,1,1.0,Omnivore,Omnivore,Insessorial,9095.62
Corvus frugilegus,59.5,14.8,18.3,55.7,312.3,127.8,452.1,Grassland,3,1.0,Omnivore,Omnivore,Terrestrial,19019081.22
Corvus fuscicapillus,74.6,18.2,26.6,56.5,335.9,103.2,635.0,Forest,1,1.0,Herbivore,Frugivore,Insessorial,18445.52
Corvus hawaiiensis,59.3,18.8,24.7,66.6,315.4,96.4,518.82,Forest,1,1.0,Omnivore,Omnivore,Insessorial,
Corvus imparatus,41.9,12.7,13.0,39.6,238.7,84.8,221.0,Shrubland,2,1.0,Omnivore,Omnivore,Terrestrial,99924.43
Corvus insularis,59.8,17.2,19.5,54.2,312.4,116.0,507.96,Forest,2,1.0,Omnivore,Omnivore,Generalist,44924.58
Corvus jamaicensis,47.9,13.9,16.6,46.5,227.7,66.4,338.0,Forest,2,1.0,Omnivore,Omnivore,Insessorial,11021.79
Corvus kubaryi,55.2,13.3,18.3,52.5,226.4,63.0,249.92,Forest,1,1.0,Omnivore,Omnivore,Insessorial,92.35
Corvus leucognaphalus,60.7,16.8,20.9,54.9,304.3,107.2,401.0,Forest,1,1.0,Omnivore,Omnivore,Insessorial,8280.85
Corvus macrorhynchos,62.0,17.4,21.9,57.0,318.6,111.2,513.14,Woodland,2,1.0,Omnivore,Omnivore,Generalist,13313192.58
Corvus meeki,70.1,18.5,24.1,55.8,288.6,86.9,467.0,,1,1.0,Omnivore,Omnivore,Insessorial,9689.88
Corvus mellori,55.4,13.6,17.9,59.0,330.8,130.4,540.37,Shrubland,2,1.0,Omnivore,Omnivore,Generalist,1353458.96
Corvus monedula,35.2,11.2,13.3,43.3,231.1,90.5,246.0,Human Modified,3,2.0,Omnivore,Omnivore,Terrestrial,13975046.48
Corvus moneduloides,43.5,11.9,17.1,47.1,238.1,54.7,277.38,Woodland,2,1.0,Omnivore,Omnivore,Generalist,16389.59
Corvus nasicus,58.0,13.8,18.8,52.2,271.5,95.6,401.0,Forest,2,1.0,Omnivore,Omnivore,Insessorial,28429.7
Corvus orru,60.1,16.5,20.2,57.0,327.4,118.7,507.96,Forest,2,1.0,Omnivore,Omnivore,Generalist,5394057.72
Corvus ossifragus,43.3,13.8,14.8,47.1,276.7,100.6,284.6,Coastal,3,1.0,Omnivore,Omnivore,Terrestrial,970986.53
Corvus palmarum,49.1,12.0,16.3,50.1,244.2,82.9,289.0,Forest,2,1.0,Omnivore,Omnivore,Insessorial,32245.36
Corvus pectoralis,57.0,15.5,18.5,60.9,318.0,111.4,470.53,Shrubland,3,1.0,Omnivore,Omnivore,Terrestrial,2074732.63
Corvus rhipidurus,56.4,16.4,21.9,62.0,373.1,131.8,611.0,Grassland,3,1.0,Omnivore,Omnivore,Terrestrial,2756382.95
Corvus ruficollis,67.7,17.1,22.0,66.1,385.5,177.4,573.5,Desert,3,1.0,Omnivore,Omnivore,Terrestrial,12915376.88
Corvus sinaloae,43.5,12.3,13.1,40.6,248.4,89.0,244.0,Forest,2,1.0,Omnivore,Omnivore,Generalist,95101.34
Corvus splendens,49.7,13.9,16.7,45.9,258.2,93.8,292.55,Human Modified,3,1.0,Omnivore,Omnivore,Terrestrial,4469957.42
Corvus tasmanicus,63.0,15.4,19.2,61.9,344.4,134.1,676.34,Woodland,2,1.0,Omnivore,Omnivore,Generalist,374479.03
